,age,duration,campaign,pdays,previous,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,job_admin.,job_blue-collar,job_entrepreneur,job_housemaid,job_management,job_retired,job_self-employed,job_services,job_student,job_technician,job_unemployed,job_unknown,marital_divorced,marital_married,marital_single,marital_unknown,contact_cellular,contact_telephone,default_no,default_unknown,default_yes,housing_no,housing_unknown,housing_yes,loan_no,loan_unknown,loan_yes,education_cat,poutcome_cat,y_cat,cluster
2221,58,182,1,999,0,-1.8,92.893,-46.2,1.244,5099.1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,6,1,0,4
2222,36,227,1,999,0,-1.8,92.893,-46.2,1.334,5099.1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,2,1,0,4
2223,31,212,1,999,0,-1.8,92.893,-46.2,1.327,5099.1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,2,1,0,4
2224,45,318,3,999,0,-1.8,92.893,-46.2,1.344,5099.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,3,1,0,4
2225,34,258,2,999,0,-1.8,93.075,-47.1,1.365,5099.1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,5,1,0,4
2226,42,309,2,999,0,-1.8,92.893,-46.2,1.313,5099.1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,4
2227,33,259,2,999,0,-1.8,92.893,-46.2,1.244,5099.1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,6,1,0,4
2228,34,310,2,999,2,-1.8,92.893,-46.2,1.313,5099.1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,3,0,0,4
2229,33,234,1,999,1,-1.8,92.893,-46.2,1.299,5099.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,6,0,0,4
2230,25,262,1,999,1,-1.8,92.893,-46.2,1.281,5099.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,3,0,0,4
2231,34,323,3,999,1,-1.8,92.893,-46.2,1.281,5099.1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,6,0,0,4
2232,48,223,2,999,0,-1.8,93.075,-47.1,1.466,5099.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,3,1,0,4
2233,21,293,2,999,0,-1.8,93.075,-47.1,1.405,5099.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,2,1,0,4
2234,33,275,3,999,0,-1.8,92.893,-46.2,1.291,5099.1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,2,1,0,4
2235,52,202,5,999,0,-3.4,92.649,-30.1,0.714,5017.5,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,5,1,0,4
2236,35,222,2,999,1,-1.8,92.893,-46.2,1.334,5099.1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,2,0,0,4
2237,35,195,1,999,0,-3.4,92.379,-29.8,0.753,5017.5,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,5,1,0,4
2238,40,305,1,999,0,-1.8,92.893,-46.2,1.344,5099.1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,5,1,0,4
2239,40,326,1,999,1,-1.8,93.075,-47.1,1.405,5099.1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,3,0,0,4
2240,41,172,1,999,0,-1.8,92.893,-46.2,1.25,5099.1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,6,1,0,4
2241,66,253,2,999,0,-1.8,93.075,-47.1,1.415,5099.1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,4
2242,33,313,1,999,0,-1.8,92.893,-46.2,1.299,5099.1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,2,1,0,4
2243,69,359,5,999,0,-1.7,94.055,-39.8,0.748,4991.6,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,5,1,0,4
2244,37,259,1,999,1,-1.8,92.893,-46.2,1.281,5099.1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,6,0,0,4
2245,63,177,1,999,0,-2.9,92.201,-31.4,0.859,5076.2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,6,1,0,4
2246,30,223,1,999,0,-1.8,92.893,-46.2,1.344,5099.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,6,1,0,4
2247,47,196,1,999,0,-1.8,92.893,-46.2,1.313,5099.1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,3,1,0,4
2248,35,214,1,999,1,-1.8,93.075,-47.1,1.405,5099.1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,3,0,0,4
2249,36,232,1,999,1,-1.8,92.893,-46.2,1.313,5099.1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,3,0,0,4
2250,34,258,1,999,0,-2.9,92.201,-31.4,0.881,5076.2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,6,1,0,4
2251,42,306,2,999,0,-1.8,92.893,-46.2,1.299,5099.1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,6,1,0,4
2252,39,333,1,999,0,-1.8,92.893,-46.2,1.299,5099.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,2,1,0,4
2253,59,233,2,999,0,-1.8,92.893,-46.2,1.354,5099.1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,4
2254,39,282,1,999,0,-1.1,94.601,-49.5,0.972,4963.6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,4
2255,38,210,3,999,0,-3.4,92.649,-30.1,0.719,5017.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,6,1,0,4
2256,38,270,4,999,1,-1.8,92.893,-46.2,1.334,5099.1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,2,0,0,4
2257,46,383,1,999,0,-1.1,94.767,-50.8,1.028,4963.6,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,5,1,0,4
2258,34,192,1,999,0,-2.9,92.963,-40.8,1.26,5076.2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,6,1,0,4
2259,56,197,3,999,0,-1.8,92.893,-46.2,1.244,5099.1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,4
2260,39,187,1,999,1,-1.8,93.075,-47.1,1.479,5099.1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,6,0,0,4
2261,38,210,3,999,0,-3.4,92.649,-30.1,0.719,5017.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,6,1,0,4
2262,30,194,1,999,0,-2.9,92.963,-40.8,1.266,5076.2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,6,1,0,4
2263,62,215,2,999,1,-1.8,93.749,-34.6,0.645,5008.7,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,7,0,0,4
2264,37,180,2,999,1,-1.8,93.075,-47.1,1.445,5099.1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,4
2265,45,325,1,999,0,-1.8,93.075,-47.1,1.405,5099.1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,2,1,0,4
2266,32,169,2,999,0,-2.9,92.201,-31.4,0.881,5076.2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,5,1,0,4
2267,39,210,1,999,0,-1.8,92.843,-50.0,1.51,5099.1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,3,1,0,4
2268,33,240,1,999,0,-2.9,92.963,-40.8,1.26,5076.2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,5,1,0,4
2269,34,258,1,999,0,-2.9,92.201,-31.4,0.881,5076.2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,6,1,0,4
2270,27,222,3,999,1,-3.4,92.649,-30.1,0.72,5017.5,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,3,0,0,4
2271,67,177,2,999,1,-2.9,92.963,-40.8,1.262,5076.2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,4
2272,29,201,1,999,0,-1.8,92.893,-46.2,1.281,5099.1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,2,1,0,4
2273,56,205,1,999,0,-3.0,92.713,-33.0,0.715,5023.5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,7,1,0,4
2274,20,169,1,999,0,-3.4,92.431,-26.9,0.739,5017.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,3,1,0,4
2275,21,236,3,999,0,-2.9,92.201,-31.4,0.873,5076.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,3,1,0,4
2276,29,226,3,999,1,-1.8,92.893,-46.2,1.299,5099.1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,2,0,0,4
2277,41,206,3,999,0,-1.8,92.893,-46.2,1.327,5099.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,7,1,0,4
2278,43,226,1,999,0,-1.8,92.893,-46.2,1.334,5099.1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,6,1,0,4
2279,32,186,2,999,0,-1.8,92.893,-46.2,1.27,5099.1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,6,1,0,4
2280,30,402,1,999,0,-3.4,92.649,-30.1,0.72,5017.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,6,1,0,4
2281,41,302,1,999,0,-1.8,92.893,-46.2,1.25,5099.1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,4
2282,36,226,1,999,0,-1.8,93.075,-47.1,1.453,5099.1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,2,1,0,4
2283,41,261,1,999,1,-1.8,92.893,-46.2,1.244,5099.1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,3,0,0,4
2284,33,224,1,999,0,-1.8,92.893,-46.2,1.25,5099.1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,3,1,0,4
2285,40,230,1,999,0,-1.8,92.893,-46.2,1.259,5099.1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,3,1,0,4
2286,57,190,2,999,0,-1.8,92.893,-46.2,1.299,5099.1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,5,1,0,4
2287,29,237,4,999,0,-1.8,93.749,-34.6,0.643,5008.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,6,1,0,4
2288,48,265,1,999,0,-1.8,92.893,-46.2,1.266,5099.1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,3,1,0,4
2289,34,207,1,999,1,-1.8,92.893,-46.2,1.334,5099.1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,6,0,0,4
2290,26,297,1,999,1,-1.8,93.075,-47.1,1.479,5099.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,3,0,0,4
2291,33,328,2,999,0,-1.8,92.893,-46.2,1.291,5099.1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,2,1,0,4
2292,51,203,2,999,0,-1.8,92.893,-46.2,1.313,5099.1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,6,1,0,4
2293,37,317,1,999,1,-1.8,92.893,-46.2,1.334,5099.1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,3,0,0,4
2294,49,181,4,999,1,-1.8,92.893,-46.2,1.291,5099.1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,3,0,0,4
2295,25,219,1,999,0,-1.8,92.893,-46.2,1.334,5099.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,2,1,0,4
2296,26,298,2,999,2,-1.8,92.893,-46.2,1.299,5099.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,3,0,0,4
2297,35,222,1,999,0,-1.8,93.075,-47.1,1.405,5099.1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,6,1,0,4
2298,49,204,1,999,1,-1.8,92.893,-46.2,1.299,5099.1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,2,0,0,4
2299,37,211,1,999,0,-1.8,92.893,-46.2,1.281,5099.1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,2,1,0,4
2300,26,201,1,999,0,-3.4,92.649,-30.1,0.714,5017.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,3,1,0,4
2301,45,170,1,999,1,-1.8,93.075,-47.1,1.405,5099.1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,4
2302,39,264,3,999,0,-1.8,92.893,-46.2,1.354,5099.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,2,1,0,4
2303,25,169,2,999,1,-2.9,92.201,-31.4,0.879,5076.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,6,0,0,4
2304,46,254,1,999,0,-1.8,93.075,-47.1,1.453,5099.1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,4
2305,34,245,1,999,0,-1.8,92.893,-46.2,1.327,5099.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,6,1,0,4
2306,47,260,1,999,0,-1.8,93.075,-47.1,1.405,5099.1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,5,1,0,4
2307,51,240,3,999,0,-1.1,94.199,-37.5,0.883,4963.6,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,3,1,0,4
2308,26,216,1,999,0,-1.8,93.075,-47.1,1.466,5099.1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,3,1,0,4
2309,40,274,1,999,0,-1.8,93.075,-47.1,1.453,5099.1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,5,1,0,4
2310,51,170,6,999,0,-1.8,92.893,-46.2,1.244,5099.1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,3,1,0,4
2311,47,201,2,999,1,-1.8,92.893,-46.2,1.266,5099.1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,4
2312,47,320,2,999,0,-2.9,92.469,-33.6,1.059,5076.2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,5,1,0,4
2313,30,175,5,999,0,-1.8,92.893,-46.2,1.299,5099.1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,2,1,0,4
2314,33,171,2,999,0,-1.8,92.893,-46.2,1.299,5099.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,3,1,0,4
2315,81,246,2,999,0,-3.4,92.431,-26.9,0.724,5017.5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,4
2316,29,170,1,999,0,-1.8,92.893,-46.2,1.264,5099.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,6,1,0,4
2317,43,216,2,999,1,-1.8,93.075,-47.1,1.453,5099.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,3,0,0,4
2318,48,253,3,999,0,-1.8,92.893,-46.2,1.313,5099.1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,2,1,0,4
2319,39,272,1,999,0,-1.8,92.893,-46.2,1.25,5099.1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,6,1,0,4
2320,56,188,2,999,0,1.4,93.444,-36.1,4.967,5228.1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,5
2321,42,218,7,999,0,1.4,94.465,-41.8,4.959,5228.1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,5
2322,34,218,1,999,0,1.4,93.918,-42.7,4.96,5228.1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,1,0,5
2323,54,207,1,999,0,1.4,93.444,-36.1,4.964,5228.1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,2,1,0,5
2324,38,229,1,999,0,1.1,93.994,-36.4,4.86,5191.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,5
2325,34,245,3,999,0,1.4,93.444,-36.1,4.967,5228.1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,7,1,0,5
2326,37,170,3,999,0,1.4,93.444,-36.1,4.965,5228.1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,6,1,0,5
2327,52,164,1,999,0,-0.1,93.798,-40.4,5.0,5195.8,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,5,1,0,5
2328,25,201,3,999,0,1.4,93.918,-42.7,4.958,5228.1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,5
2329,34,159,3,999,0,1.4,93.444,-36.1,4.963,5228.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,6,1,0,5
2330,42,178,1,999,0,1.1,93.994,-36.4,4.86,5191.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,5
2331,39,240,6,999,0,1.1,93.994,-36.4,4.857,5191.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,5
2332,36,262,1,999,0,1.4,93.918,-42.7,4.957,5228.1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,5,1,0,5
2333,43,149,1,999,0,-0.1,93.2,-42.0,4.021,5195.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,3,1,0,5
2334,48,207,1,999,0,-0.1,93.2,-42.0,4.12,5195.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,5,1,0,5
2335,23,187,1,999,0,1.4,93.918,-42.7,4.963,5228.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,5,1,0,5
2336,48,157,3,999,0,1.4,93.918,-42.7,4.962,5228.1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,3,1,0,5
2337,34,174,2,999,0,-0.1,93.2,-42.0,4.12,5195.8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,3,1,0,5
2338,50,241,2,999,1,-0.1,93.2,-42.0,4.153,5195.8,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,2,0,0,5
2339,31,263,2,999,0,1.4,93.444,-36.1,4.963,5228.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,5,1,0,5
2340,26,203,4,999,0,1.4,93.918,-42.7,4.963,5228.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,6,1,0,5
2341,46,161,1,999,0,1.4,93.918,-42.7,4.961,5228.1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,5
2342,50,187,3,999,0,1.1,93.994,-36.4,4.857,5191.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,6,1,0,5
2343,30,259,1,999,0,1.4,93.918,-42.7,4.962,5228.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,5,1,0,5
2344,35,216,2,999,0,1.4,94.465,-41.8,4.961,5228.1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,2,1,0,5
2345,26,154,1,999,0,1.4,93.918,-42.7,4.962,5228.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,6,1,0,5
2346,28,249,2,999,0,1.4,94.465,-41.8,4.865,5228.1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,6,1,0,5
2347,32,226,2,999,0,1.4,94.465,-41.8,4.96,5228.1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,5,1,0,5
2348,29,164,3,999,0,1.4,93.444,-36.1,4.964,5228.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,3,1,0,5
2349,52,199,7,999,0,1.4,93.918,-42.7,4.96,5228.1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,7,1,0,5
2350,41,190,3,999,0,-0.1,93.2,-42.0,4.153,5195.8,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,6,1,0,5
2351,54,255,2,999,0,1.1,93.994,-36.4,4.857,5191.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,6,1,0,5
2352,31,179,9,999,0,1.1,93.994,-36.4,4.858,5191.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,2,1,0,5
2353,48,243,1,999,0,1.1,93.994,-36.4,4.856,5191.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,3,1,0,5
2354,38,171,2,999,0,1.4,93.918,-42.7,4.962,5228.1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,2,1,0,5
2355,40,253,8,999,0,1.1,93.994,-36.4,4.856,5191.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,5,1,0,5
2356,27,167,4,999,0,1.4,93.918,-42.7,4.962,5228.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,3,1,0,5
2357,28,249,1,999,0,1.1,93.994,-36.4,4.858,5191.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,3,1,0,5
2358,44,150,1,999,0,1.4,93.444,-36.1,4.963,5228.1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,5
2359,33,150,2,999,0,1.4,93.444,-36.1,4.963,5228.1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,5,1,0,5
2360,51,220,1,999,0,1.4,94.465,-41.8,4.962,5228.1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,7,1,0,5
